File,Result,D_B,D_C,D_L,D_R,D_S,D_E(%),nNodes,nEdges,nSegRelEdges,dPairs,segPairErrors,nodeCorrect,edgeDiffClassCount,undirDiffClassCount,nSeg,detectedSeg,dSegRelEdges,CorrectSegments,CorrectSegmentsAndClass,ClassError,CorrectSegRels,CorrectSegRelLocations,SegRelErrors,hasCorrectSegments,hasCorrectSegLab,hasCorrectRelationLocations,hasCorrectRelLab,hasCorrectStructure
AC-Oracle/200923-1254-52.lg, Correct,0,0,0,0,0,0.0,4,12,0,0,0,4,0,0,3,3,0,3,3,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-53.lg, Correct,0,0,0,0,0,0.0,11,110,0,0,0,11,0,0,7,7,0,7,7,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-54.lg, Incorrect,11,1,10,0,10,0.1944309201549701,13,156,0,5,5,12,0,0,8,8,0,5,5,3,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-55.lg, Incorrect,19,3,16,6,10,0.26807012671677394,13,156,0,8,5,10,6,3,8,8,0,5,5,3,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-56.lg, Correct,0,0,0,0,0,0.0,8,56,0,0,0,8,0,0,6,6,0,6,6,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-57.lg, Correct,0,0,0,0,0,0.0,6,30,0,0,0,6,0,0,5,5,0,5,5,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-60.lg, Correct,0,0,0,0,0,0.0,8,56,0,0,0,8,0,0,5,5,0,5,5,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-61.lg, Correct,0,0,0,0,0,0.0,23,506,0,0,0,23,0,0,17,17,0,17,17,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-64.lg, Correct,0,0,0,0,0,0.0,5,20,0,0,0,5,0,0,5,5,0,5,5,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-65.lg, Correct,0,0,0,0,0,0.0,6,30,0,0,0,6,0,0,4,4,0,4,4,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-67.lg, Incorrect,37,3,34,2,32,0.3309113124202972,15,210,0,17,16,12,2,1,8,8,0,4,4,4,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-68.lg, Incorrect,26,2,24,0,24,0.28971006068656857,14,182,0,12,12,12,0,0,8,8,0,4,4,4,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-6.lg, Incorrect,28,4,24,2,22,0.20931907499115002,22,462,0,12,11,18,2,1,15,15,0,8,8,7,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-70.lg, Correct,0,0,0,0,0,0.0,9,72,0,0,0,9,0,0,7,7,0,7,7,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-72.lg, Correct,0,0,0,0,0,0.0,15,210,0,0,0,15,0,0,11,11,0,11,11,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-73.lg, Correct,0,0,0,0,0,0.0,4,12,0,0,0,4,0,0,4,4,0,4,4,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-74.lg, Correct,0,0,0,0,0,0.0,5,20,0,0,0,5,0,0,4,4,0,4,4,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-77.lg, Incorrect,7,1,6,0,6,0.25988455690265905,8,56,0,3,3,7,0,0,6,6,0,3,3,3,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-78.lg, Correct,0,0,0,0,0,0.0,18,306,0,0,0,18,0,0,11,11,0,11,11,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-79.lg, Correct,0,0,0,0,0,0.0,16,240,0,0,0,16,0,0,11,11,0,11,11,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-7.lg, Incorrect,5,1,4,0,4,0.15743137553577594,11,110,0,2,2,10,0,0,8,8,0,5,5,3,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-80.lg, Correct,0,0,0,0,0,0.0,8,56,0,0,0,8,0,0,6,6,0,6,6,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-83.lg, Correct,0,0,0,0,0,0.0,7,42,0,0,0,7,0,0,7,7,0,7,7,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-84.lg, Correct,0,0,0,0,0,0.0,15,210,0,0,0,15,0,0,11,11,0,11,11,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-85.lg, Correct,0,0,0,0,0,0.0,14,182,0,0,0,14,0,0,13,13,0,13,13,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-87.lg, Correct,0,0,0,0,0,0.0,5,20,0,0,0,5,0,0,4,4,0,4,4,0,0,0,0,1,1,1,1,1
